player_id,player_name,player_nickname,country_name
275216,"ARRIOLA GARRO, MARKEL",,
72983,"ANDRES RODRIGUEZ, ALAIN",,
276215,"ARRIARAN AMURIZA, BEÑAT",,
274464,"BEURCO DE LA HOZ, UNAI",,
72780,"TOUAYLI GOMEZ, NAIM",,
303599,"BELMECHERI MOURCHED, ISMAIL",,
63081,"MENENDEZ VALLE, ERLANTZ",,
4414845,"PERELLO LLOBERA, JAUME",,
1511,"ZURIARRAIN MALKORRA, JOANES",,
301439,"DE ARESTI RUIZ, MATEO",,
300709,"ARAICO GASTIAIN, XABIER",,
1008254,"MARTIN RAMOS, DIEGO",,
2438062,"FERNANDEZ CAROL, MARC",,
313497,"SANTOS GARCIA, IBAI",,
23320196,"URBIOLA DIAZ, OIHAN",,
274809,"CABALLERO ASTONDOA, JULEN",,
393119,"LEORDEAN, FLORIN GABRIEL",,
90756947,"BEJARANO TXAPARTEGI, AMETS",,
348615,"CALVO ZULUETA, MARCOS",,
90602893,"CAPELLO EVARISTTI, GIULLIANO",,
273468,"HERRERO VALLE, LANDER",,
274794,"PEREZ ALVAREZ, IZAN",,
346968,"GOMEZ SARANDESES, UNAI",,
61640,"QUINTANA RUIZ, GERMAN",,
62031,"JUREWISKI DE LA PUENTE, ALEJANDRO MATIAS",,
73985,"ARRIETA URIBE, UNAX",,
73727,"GOMEZ MARTIN, ENAITZ",,
271076,"ARREGI IRIBAR, HAITZ",,
2330626,"MAZAIRA MELIA, JAIME",,
271377,"DIEZ ZAMBRANO, ASIER",,
268770,"ALCAIN URALDE, GANIX",,
12792,"AGUIRRE BARQUERO, MIKEL",,
274517,"MENDIA SUAREZ, MARIO",,
580986,"AGUADO PEREZ, JORGE",,
63233,"RODRIGUEZ MERINO, ANDER",,
1024254,"CABAÑERO TEBAR, JAVIER",,
1024256,"CORONADO MARTINEZ, SAMUEL",,
4835,"SAMPEDRO CUERDA, OSCAR",,
9823,"ANDREU DOS SANTOS, UNAI",,
443804,"SEVILLA MEGIA, DAVID",,
274497,"SOLAGUREN CALLEJA, UNAX",,
276803,"GARCIA GUTIERREZ, LUIS ANDRES",,
73177,"BELKHIR QUINZAÑOS, NAYIM",,
1972740,"GARCIA ROSARIO, DYLAN JAVIER",,
61296,"RODRIGUEZ RODRIGUEZ, ALEX",,
1025048,"LOPEZ LOPEZ, ALEJANDRO",,
22522415,"SOUM FERNANDES, TIAGO",,
269126,"ARRESE OTAMENDI, EKAITZ",,
271359,"OKARANTZA ATXAGA, ANJE",,
269645,"SALABERRIA CIRIA, LUR",,
275652,"ARROYO MANDAYO, HARITZ",,
592494,"GARCIA MORENO RODRIGUEZ, FABIO",,
1127699,"GHABBOUR, NADER",,
985937,"MORALEDA ARIAS, ADRIAN JESUS",,
347613,"PALOMINO TORRES, XABI",,
76616,"URRENGOETXEA ALONSO, UNAI",,
75837,"ATELA ZALDUONDO, NIKOLAS",,
72800,"ARAMBARRI AGUIRRE, AITOR",,
73684,"ARANZUBIA GOMEZ, IBAI",,
300,"AIZPURUA LARREA, IBAR",,
13432,"ALBISU RODRIGUEZ, EGOITZ",,
23390459,"VEGA BIKANDI, URTZI",,
268704,"ZUBIZARRETA MARTINEZ, XABIER",,
66893,"LOPEZ SANZ, UNAI",,
270506,"HERRERO IRURE, HODEI",,
9525,"PEINADO PERALTA, ANDER BARBARO",,
4017,"PEDRERO LUCAS, XABIER",,
74947,"GOMEZ LAMA, AMETS",,
277962,"BARTON, MARTIN",,
10474,"ALEGRIA OIARTZABAL, ANDER",,
90014535,"MARTIN HUARTE, UNAI",,
90973216,"ALONSO BAKERO, ADUR",,
90186602,"ROCANDIO ZUFIRIA, ANAITZ",,
317673,"EL ARGOUBI EL OTMANY, MOHAMED",,
600218,"ORTUÑO ALVAREZ, RODRIGO",,
2263518,"RUBAYO SANCHEZ, NECO",,
22487822,"DUMITRU, ALESANDRO GABRIEL",,
272001,"DIAZ MARTINEZ-INTXAUSTI, MARTIN",,
269013,"PACHECO DE AMARAL, DANIEL",,
1597,"AYERBE EIZAGUIRRE, IZEI",,
11862,"URANGA EZEIZABARRENA, HARITZ",,
303944,"SANCHEZ IZQUIERDO, JULEN",,
12396,"KARRERA ALBERDI, AMETS",,
21941111,"ALFONZO FUENTES, SEBASTIAN ANDRES",,
301066,"MOLDES ARECHAVALA, IKER",,
75614,"URQUIJO ZARANDONA, MARTIN",,
807326,"Del Amo Romero, Joaquin",,
370597,"DÍAZ GUTIÉRREZ, IBAI",,
1398890,"MONTIEL ALAVÉS, IKER",,
22227384,"MAAROUFI MAAROUFI, MOUNAIM",,
76117,"ZULOAGA ORTIZ, TELMO",,
313646,"JABLONSKI CALDERON, DANIEL",,
274778,"IBARRA MIMENZA, PAUL",,
274828,"ALDAZABAL ARGOITIA, INHAR",,
300443,"QUEVEDO ACEBES, BRUNO",,
273518,"RODRIGUEZ RODRIGUEZ, MIKEL",,
75830,"SALMORAL RODRIGUEZ, ADEI",,
300413,"MORALES CATEDIANO, AHIKAR",,
271942,"ZABALLA MEDINA, BEÑAT",,
277894,"SARR FAYE, CHEIKH OUMAR",,
275653,"BEITIA SUBINAS, PERU",,
66851,"CHARTERINA BARRERAS, ENDIKA",,
5267,"HERNANDEZ URZELAI, GARI",,
301012,"EZQUERRA FERNANDEZ, UNAX",,
74863,"MORENO ETCHAR, MATHIAS",,
23032139,"MIERA ÁVILA, BINGEN",,
66849,"LAVIN PEREZ, PAUL",,
74823,"GARCIA ABAD, AIMAR",,
275662,"ROSA RUBIO, OIHAN",,
274495,"OLABARRI AYESTA, PAUL",,
301149,"TORRES ALVAREZ, IKER",,
22895451,"CASADO OLORIZ, ENEKO",,
301411,"ALMEIDA CASTILLO, JON",,
301891,"RODRIGUEZ GOMES, ALAIN",,
300691,"NAVARRO IBARRA, DANIEL",,
62813,"LAFARGA VERDEGUER, ALONSO",,
77322,"CAYON ARANGUREN, ASIER",,
2092026,"SANCHEZ-CID MARTIN, LUIS",,
12343,"ORMAETXEA ARZA, MATTIN",,
76315,"BERECIBAR HUIDOBRO, UNAX",,
275714,"MURCIEGO VAQUERO, AGER",,
1083811,"RODENAS PAÑOS, JORGE",,
613888,"RODRIGUEZ MEGIAS, ALEJANDRO",,
74579,"GARCIA IBEAS, OIER",,
374384,"IZQUIERDO GARIBI, IBON",,
67099,"FUNES TOUZON, LANDER",,
275087,"MADARIAGA DIEZ, UNAX",,
268228,"LOPEZ DEL POZO, ALEX",,
77356,"INUNCIAGA ZUGAZABEITIA, JON",,
67185,"MIMENZA GOIKOETXEA, OIHAN",,
346873,"LOPEZ URANGA, DANEL",,
73679,"AGUIRRE GARCIA, MIKEL",,
90588828,"ARCINIEGA FERNANDEZ, JEYDEN",,
303170,"MARTIN ROMERO, MIKEL",,
67066,"CHKAIRI EL OUIZI, OUISSAM",,
23335914,"GONZALEZ MARTIN, AXEL",,
61224,"GONZALEZ GONDRA, OIER",,
272535,"FERNÁNDEZ IZAGUIRRE, AIMAR",,
979899,"CHTIOUI AZZOUZI, MOHAMED REDA",,
60834,"NUÑEZ ARESTI, ASIER",,
2090212,"GARCIA AL SALEM, MARCOS",,
270014,"ANDONEGUI MUÑOZ, JON",,
21696307,"GEREÑO GARCIA, AMETS",,
1226289,"FERNANDEZ TENORIO, ENRIQUE",,
22533909,"CHEN, RUIXI",,
1597869,"RIVERA ACEVEDO, SAMUEL",,
1040495,"LOPEZ GUTIERREZ, RODRIGO",,
1082690,"ANDRES LOPEZ, AITOR",,
67029,"ALISTARH NIEVA, UNAX",,
273154,"AZPIAZU GOIRIA, OIER",,
275052,"GOIENETXE SAN VICENTE DE LOS DOLORES, MIKEL",,
894,"DIAZ SANCHEZ, OSKITZ",,
313375,"MURUA GONZÁLEZ, UNAI",,
346584,"PEREZ RAMIREZ, IRAITZ",,
9557,"MERINO AIZPURU, ANDER",,
13277,"ALBERDI ALBISU, XABIER",,
77964,"EXTREMIANA BIDEGUREN, ENEKO",,
346153,"YUMBATO PEREZ, LUCAS",,
348305,"LÓPEZ VARELA, AIMAR",,
555537,"SAMY , CHAMS-EDDINE",,
90395764,"NEU GARCIA, HODEI",,
10032,"URABAYEN ESTARBE, ANDER",,
301794,"GALLARDO POLVOROSA, JON",,
300276,"FERNANDEZ LOPEZ, IVAN",,
4981,"ALARCIA ITURRI, MARKEL",,
992,"AZKARRAGA ARROSPIDE, IKER",,
273059,"HORNA QUINTANA, IVAN",,
13317,"ZABALZA FERNANDEZ, MATEO",,
76424,"ARRAÑA RUBIO, MIKEL",,
12951,"LANDA IMAZ, IBAI",,
21744666,"RODRIGUEZ GOMEZ, BOSCO",,
299688,"MAZA MARQUES, MARKEL",,
11913,"GARCIA AGIRRE, IÑIGO",,
68472,"BARBERENA PELLEJERO, OIHAN",,
271351,"AIZPURU ARRILLAGA, EKI",,
4972,"URTEAGA LARREA, OXEL",,
5404,"AMIANO MARTIN, MIKEL",,
62268,"SOBRINO GIL, ALEX",,
1036786,"LAFUENTE POSTIGO, IZAN",,
304588,"ABALOS LOPEZ, PABLO",,
841402,"MONGE ROPERO, ADRIAN",,
302641,"ZANNOUTI MAZGOUTI, BADR EDDINE",,
21929263,"URDIAIN ELSO, UNAX",,
2983209,"GARGANTIEL MOLINA, IKER",,
773986,"GARCÍA GONZÁLEZ, GONZALO",,
77354,"FERNANDEZ ALLENDE, OIHAN",,
275513,"EGAÑA ANUZITA, AIUR",,
5268,"HERNANDEZ URZELAI, OIHAN",,
278040,"GOMEZ BOTELLO, DEREK SANTIAGO",,
59155,"MARTIN MARTIN, HAITZ",,
1236626,"MACHO VANRELL, CARLOS",,
75307,"ONDIZ LOZA, IORITZ",,
305237,"GOYARROLA ARTOLA, PEIO",,
301998,"RUIZ FRIAS, IRAI",,
76378,"MAZA CUMBREÑO, ALAIN",,
266072,"LOPEZ SAENZ DE NAVARRETE, SERGIO",,
300841,"FLORIAN SAUCA, VICTOR JOEL",,
3796,"LASA MARTINEZ, ALEX",,
659,"AGUIRREZABAL PAVON, URKO",,
269140,"AZPITARTE ZUBIZARRETA, ANER",,
275496,"DE LA MATA QUESADA, ANER",,
301128,"IZQUIERDO GABELLA, AITZOL",,
60973,"ITURBE RUIZ, JON",,
8003,"ARANCETA MARTINICORENA, PELLO",,
304788,"NABIL MAHROUK, AHMED",,
852,"FERRERO VELAZQUEZ, MARKEL",,
5599,"PINEDA GOMEZ, ASIER",,
303397,"MATUTE GARCIA, ALEX",,
12260,"ARCONADA ARAUJO, LUIS",,
274692,"LARREA BETANCOURT, JOSU",,
338898,"MUNICIO CAMPO, HANOT",,
67613,"BASTIDA SAEZ SANTURTUN, LUCAS",,
370181,"SELMANI BENOUASSER, NADIR",,
300696,"PLAZA FERNANDEZ, IZEI",,
62027,"GONZALEZ BERMEJO, ARITZ",,
5212,"DAVILA GONZALEZ, EKAIN",,
4744,"BARANDIARAN AMOZARRAIN, JOSU",,
11430,"ORTIZ SANCHEZ, OIHAN",,
5285,"HURTADO SANCHEZ, JOKIN",,
1834,"IRAETA ARROSPIDE, AIERT",,
14138,"ZABALA OTAEGI, OIHAN",,
300870,"GOTXIKOA ORTEGA, MIKEL",,
270870,"ARTETXE ANTOLIN, ALEX",,
14067,"TENA CAVALCANTE, UNAI",,
73664,"DIENTE CINTORA, ENEKO",,
275578,"CEPEDA SOMORI, IKER",,
66641,"BEITIA RODRIGO, TXABER",,
302152,"ORAA MORAN, MARTIN",,
74067,"RODRIGUEZ ALVAREZ, SENDOA",,
273346,"MARTIN GOTI, GALDER",,
305456,"VILLATE RIOS, IKER",,
302276,"AMUTIO SUCUNZA, XABIER",,
300967,"LARRALDE FERRO, ANDER",,
5156,"ZUBIELQUI MOLINS, UNAX",,
267547,"BIZARRO FERNANDEZ, MARKOS",,
4954,"GARCIA CRESPO, XABIER",,
4983,"GOROSABEL VELEZ, IKER",,
300817,"PARDO CIFUENTES, IELTXU",,
12074,"IRAOLA LLAMAS, JULEN",,
866,"IRAZU JAUREGUI, IORITZ",,
380425,"SERBAN, ROBERTO ADRIAN FLORIN",,
304316,"TIAMIOU SALAUDEEN, JAMIU ABIODUN",,
304482,"LARRAZ ANGULO, IGOR",,
23687752,"RESAMPA, ADAM ANDRE JOHANE LAURENT",,
294878,"LANZAGORTA ESTANCONA, MARKEL",,
90640776,"SANZ FERNANDEZ, MARTIN",,
300690,"ADA AYETEBE, XABIER VICENTE",,
12584,"IPINZA AGUIRRE, OIER",,
300885,"PEREZ DE NANCLARES CELADA, JON",,
346580,"VILLUELA GARCIA, AIMAR",,
300910,"GARCIA FERNANDEZ, IZEI",,
63280,"GARCIA MARZO, ARKAITZ",,
301553,"GARCIA SOBRINO, JULEN",,
275159,"SOLORZANO ELORDUY, ANER",,
374307,"IMPERATRICE, ALEJANDRO EZEQUIEL",,
2100641,"MOSQUERA FANDIÑO, AGER",,
77985,"MARKINA SARASUA, DANEL",,
76768,"CLEMENTE FRANCO, AIMAR",,
21861311,"BILBAO BORDA, ASIER",,
22508682,"DOMINGUEZ LOPEZ, ALVARO",,
314,"MENDOZA BRAVO, GAEL",,
90833190,"ESNAOLA GABIRONDO, XANET",,
10195,"ZUBILLAGA DIEZ, LUKAS",,
304838,"ORTIZ ROMERO, NEIZAN",,
301369,"PRIETO SCHUVAIGHART, JONATHAN ELIAS",,
1536291,"MARIN GARCIA, VICTOR",,
22886095,"SUELA LÓPEZ, JORGE",,
302982,"SUSO ECHEVARRIA, DANIEL",,
22880747,"MARTÍNEZ GARCÍA ARISCO, MATEO",,
304371,"MELGOSA VALLE, ALFONSO",,
270574,"ROJO GOMENDIO, EKAIN",,
301946,"CARRASCO BENGOA, UNAX",,
348701,"ARRIETA FUENTES, ANDER",,
1850291,"MARTÍNEZ MENA, MARIO",,
13548,"BUENO SAIZ, HUGO",,
270558,"SAMPEDRO GONZALEZ, NICOLAS",,
271873,"GARCIA IZAGUIRRE, HERAITZ",,
346106,"ROJAS RUIZ, EDUARDO SERGEY",,
269869,"FERRER IGLESIAS, AMETS",,
1995515,"ALVES RODRIGUES, YURI",,
300928,"MUGICA SAENZ, LANDER",,
74833,"HERNANDEZ RIOS, IZAN",,
267253,"GOSSE, JULES ZACHARI",,
8417,"MORENO CAMPOS, MIKEL BERNARDO",,
275755,"MARTIN AZULA, MIKEL",,
271263,"HERNANDEZ ONU, MATEO SILVIO",,
11411,"RUIZ DE ARZUA GARATE, IÑAKI",,
275356,"BLANCO NAVAS, PEDRO",,
301270,"GUINEA AYAPE, JOSU",,
301564,"CORRAL MATEOS, HUGO",,
271510,"QUEVEDO OSORIO, DANIEL ALEXIS",,
22880743,"LORCA MORENO, ALONSO",,
2654673,"GONZÁLEZ, JEREMÍAS JOAQUÍN",,
76648,"SANCHEZ IDIRIN, ANER",,
272513,"MATILLA LAFUENTE, AIMAR",,
272076,"LAUZIRIKA LASA, AMETZ",,
1535979,"MONTEMAYOR MUÑOZ, SAMUEL",,
300758,"JATRI EL HEJA, SALEM",,
73138,"REY REBOLLO, OIER",,
11117,"BOTELHO ALEMANY, ERIK",,
1817350,"PALENCIA VIANA, MARCOS",,
341958,"PAVON ROMERO, XABI",,
270663,"MUGICA CAMINO, MARKEL",,
1812543,"ORTEGO SANTURTUN, MIKEL",,
271101,"CANTERA PEREZ-EGEA, MARKEL",,
303842,"OCHOA CABRERA, ALEX",,
21830877,"SOUMANO DOUMBIA, DJEIDI",,
71585,"LUCERO FONSECA, UNAI",,
5204460,"MIERA MARTINEZ, HUGO",,
56865,"FERNANDEZ FERNANDEZ, ALEJANDRO",,
67632,"ARBO SANTISTEBAN, OSMAR",,
301006,"REBOREDO EXTREMIANA, PABLO",,
269034,"GONZALEZ IDIGORAS, OINATZ",,
79275,"REYES QUINTERO, JORGE ALEXANDER",,
1535973,"HERMOSA VALVERDE, ENRIQUE",,
3504,"MICHELENA ZUBIETA, KEMEN",,
5538720,"SALMON SERRANO, MARIO",,
304999,"GOMEZ HERNANDEZ, INTXIXU",,
272174,"MARIN FERNANDEZ, AIMAR",,
23441843,"DE LUIS BILBAO, AIMAR",,
273368,"ORTIZ DE ZARATE IBAÑEZ, LUKA",,
61297,"RODRIGUEZ RODRIGUEZ, MARCOS",,
23040261,"COUSTIE MIRANDA, JAGO",,
72287,"ALONSO YUSTA, ANDER",,
303507,"ARES APARICIO, LIER",,
60811,"JIMENEZ YAGUE, IBAI",,
278127,"NIWA, DAIGO",,
8940,"UGALDE IZQUIERDO, IÑIGO",,
22891165,"LAMAISSI EL KHADRA, RAYAN",,
74784,"SARACHAGA GUTIERREZ, UNAX",,
2943775,"EL OUAHABI CHENTOUF, OMAR",,
302595,"DIARRA SOUMANO, HAMORO",,
1459271,"MARIN RIBES, RUBEN",,
22122636,"DEL REAL FERNANDEZ, JUAN JAVIER",,
73583,"BILBAO DIAZ, IKER",,
275549,"CRISOSTOMO PORTELA, ARKAITZ",,
67229,"ALONSO URETA, JON",,
8966,"UGARTEBURU ELGARRESTA, TELMO",,
12686,"ODRIOZOLA COLORADO, IBAI",,
11328,"EGUIGUREN GAINZA, XUBAN",,
57673,"SIERRA GUTIERREZ, AITOR",,
41941,"SALAS BUSTAMANTE, DANIEL",,
45126,"MOROSO MAZA, ALEJANDRO",,
57487,"SAEZ OTERO, ASIER",,
55519,"SIERRA OUTEIRIÑO, ALBERTO",,
5037373,"TORRE MARTINEZ, HODEI",,
38268,"GARCIA CARRAL, DAVID",,
57275,"DIEGO MAESTRE, LUCAS",,
305732,"NWACHUKWU IGHARO, SOLOMON",,
273174,"ALONSO GARCIA, EDER",,
2102707,"ZUBIZARRETA ISASI, IKER",,
75912,"MADARIAGA BERMEOSOLO, AITOR",,
78037,"SARATXU ABURTO, IZEI",,
345864,"RODRIGUEZ PEREZ, ALAIN",,
5038731,"PICO ABEDUL, JOAQUIN",,
301428,"GARRO FERNANDEZ DE AGUIRRE, UNAI",,
272997,"GOROSTIZAGA SERGIO, JON",,
916,"OYARZABAL ARTOLA, MARKEL",,
346338,"BARBERO ROMAN, MATEO",,
300981,"GOROSPE DIAZ DE OTAZU, LUCA",,
90893787,"LETE RUBIO, IREI",,
316110,"LAISECA GIL, HUGO",,
370178,"RAMOS MARTINEZ, JULEN",,
274365,"SAN ANTON GARALDE, ALEX",,
4999,"LARRINAGA ELKORO, XABAT",,
274885,"PALACIO MANZANO, NICOLAS",,
272531,"RODRIGUEZ HERNANDEZ, IKER",,
345948,"BELBEKRI AZZI, MAHJOUB",,
22409292,"HAYANI OMAR, ZAKARIA",,
303181,"GARCIA MENDIETA, OIER",,
7359173,"MANTECON BARQUIN, ADRIAN",,
303304,"HIDALGO CABELLO, OIHAN",,
301371,"CORRES ARTOLA, JON",,
1988948,"BELAARAJ BELAID, ANAS",,
274855,"GALLASTEGI GALLASTEGI, ANDER",,
56012,"AJA CIMIANO, JORGE",,
31903,"SANTIAGO FERNANDEZ, MARIO",,
346343,"GOROSPE DIAZ DE OTAZU, IKER",,
44988,"FERNANDEZ HOYOS, MARIO",,
301086,"DE LA LLAVE MESANZA, AIMAR",,
6133933,"GÓMEZ MORALES, CRISTIAN",,
1909447,"ORTIZ DE ORRUÑO ARBERAS, URTZI",,
300651,"POZA CAMPO, OIER",,
275074,"LORES REDONDO, PAUL",,
275150,"PALOMINO GONZALEZ, MARTIN",,
6129992,"NIANG SYLLA, NDIAGA",,
5275023,"MOSQUERA CRUZ, ADRIAN",,
346089,"OSFORI BOURCHI, IYAD",,
304219,"AÑON DOBARRO, HUGO",,
301967,"GUINALDO RITUERTO, IZEI",,
302258,"CAMIÑAS BARTOLOME, AIMAR",,
303365,"RAMOS GARCIA, YERIK",,
301635,"ARBINA ALVAREZ, ADRIAN",,
304760,"JOHN UZOARU, GREATNESS",,
273366,"ALZAGA URTIAGA, IZEI",,
267574,"LOPEZ GARCIA, EGOI",,
300930,"GARCIA DE GARAYO ALDASORO, ALVARO",,
305006,"LABRADOR MARTIN, AIMAR",,
266003,"PALACIOS APIÑANIZ, ENEKO",,
300822,"REBOLLO MARTINEZ DE LAFUENTE, ANDER",,
302635,"TORES GALLARDO, ASIER",,
300418,"PRESTAMERO LOPEZ, JON",,
303720,"NAVARRO MARTIN, JON",,
90707217,"GONZALEZ CONDE, UNAI",,
274790,"GONZALEZ LARRINAGA, BEÑAT",,
22739776,"DIEME, MARCOS",,
301470,"BARRANCO FERNANDEZ, JORGE",,
291962,"OTXOA DE RETANA GOMES, AITOR",,
304794,"SANCHEZ SANCHO, FRANCISCO JAVIER",,
304677,"SANCHEZ BERGUENDA, UNAX",,
301216,"PECIÑA CRUZ, AIMAR",,
266215,"MARRERO ARAGON, IKER",,
303595,"HERNANDEZ RIVERA, ANDER",,
300707,"PORTILLA TXURRUKA, MANEX",,
301299,"JIMENEZ HERNANDEZ, DAYRON",,
301188,"DE MIGUEL CARRANZA, IBAI",,
274547,"ALONSO FERNANDEZ, MARKEL",,
22594169,"GREÑO CERVIÑO, ANDONI",,
275242,"UGARTE ITURRIAGA ETXEBERRIA, EÑAUT",,
273126,"LAJAS UBEDA, ALBERTO",,
90641984,"ALBIZU SANCHO, AMETS",,
304978,"MARTINEZ LOBO, JULEN",,
23441866,"ELORDUY LEBEDYEVA, ANDER KEPA",,
90297998,"GEREÑU MARSAL, IORITZ",,
386521,"VILLANUEVA GARCIA, LIER",,
90690922,"LAMUEDRA ZUMETA, IBAI",,
67108,"RIVAS GARTZIA, MARKEL",,
22153620,"MONTES REQUENA, JESUS",,
90529746,"ROMERO RUBIO, ALAI",,
370708,"BERLANGA GARCIA, DIEGO",,
43475,"BATISTA RAMOS, ARITZ",,
345754,"VINAGRET PASCUAL, MARKEL",,
271932,"ANGULO DELGADO, IKER",,
9909778,"BELAUSTEGUI URQUIZA, IBAI",,
301311,"FERNANDEZ PEREZ DE NANCLARES, GUILLERMO",,
301633,"RUANO PABLOS, IKER",,
345760,"ZABALETA SAN VICENTE, MARKEL",,
304860,"SOTO GARCIA, AIMAR",,
300645,"VELAYOS SAEZ, RAFAEL",,
314835,"SAN JOSE ALBIZUA, MAREN",,
316033,"SABATER BAZAN, ALEX",,
377762,"SIERRA CANO, ALEJANDRO",,
275013,"LETE ARROJO, ARITZ",,
273081,"AURTENETXE MAORTUA, HODEI",,
301276,"SAMANIEGO LANDAZURI, ENEKO",,
74242,"ALVAREZ URRESTIZALA, JURGI",,
305089,"QUINTANA ECHEZARRETA, JULEN",,
267822,"CARO SAENZ, MATEO",,
821615,"TSANEV, PETAR KRASIMIROV",,
